Eerste letter ConT: starten het bericht en geven aan welk type het is. Daarna gescheiden met een komma de volgende data
Einde string is /n/t

•	Tijd [s]
•	Positie X [m]
•	Positie Y [m]
•	Angle Roll [rad]
•	Angle Pitch [rad]
•	Angle Yaw [rad]
•	Velocity X [m/s]
•	Velocity Y [m/s]
•	Angular velocity Roll [rad/s]
•	Angular velocity Pitch [rad/s]
•	Angular velocity Yaw [rad/s]
•	Output torque on ball Roll direction [N]
•	Output torque on ball Pitch direction [N]
•	Output torque on ball Yaw direction [N]


ConT:5.06,-0.00,0.00,0.024,-0.009,-0.00,-0.00,0.00,0.01,0.01,-0.01,1.33,-0.28,-0.01
ConT:5.07,-0.00,0.00,0.024,-0.009,-0.00,-0.00,-0.00,0.01,0.01,-0.01,1.29,-0.25,-0.01
ConT:5.08,-0.00,0.00,0.024,-0.009,-0.00,-0.00,-0.00,0.01,0.02,-0.01,1.27,-0.21,-0.01
ConT:5.09,-0.00,0.00,0.024,-0.009,-0.00,-0.00,-0.00,0.00,0.02,-0.01,1.23,-0.21,-0.01
ConT:5.10,-0.00,0.00,0.024,-0.009,-0.00,-0.00,-0.00,0.00,0.02,-0.01,1.25,-0.20,-0.01
ConT:5.11,-0.00,0.00,0.024,-0.009,-0.00,-0.00,0.00,0.00,0.01,-0.01,1.24,-0.21,-0.01
ConT:5.12,-0.00,0.00,0.024,-0.008,-0.00,-0.00,0.00,0.00,0.02,-0.01,1.20,-0.15,-0.01
ConT:5.13,-0.00,0.00,0.024,-0.008,-0.00,-0.00,0.00,-0.00,0.02,-0.01,1.17,-0.10,-0.01
ConT:5.14,-0.00,0.00,0.024,-0.008,-0.00,-0.00,0.00,-0.00,0.02,-0.01,1.14,-0.07,-0.01
ConT:5.15,-0.00,0.00,0.024,-0.008,-0.00,-0.00,0.00,-0.00,0.02,-0.01,1.16,-0.03,-0.01
ConT:5.16,-0.00,0.00,0.024,-0.008,-0.00,-0.00,0.00,-0.00,0.02,-0.01,1.15,-0.03,-0.01
ConT:5.17,-0.00,0.00,0.024,-0.007,-0.00,-0.00,0.00,-0.00,0.02,-0.01,1.11,0.01,-0.01
ConT:5.18,-0.00,0.00,0.024,-0.007,-0.00,-0.00,0.00,-0.00,0.03,-0.01,1.12,0.03,-0.01
ConT:5.19,-0.00,0.00,0.024,-0.007,-0.00,-0.00,0.00,-0.01,0.03,-0.01,1.08,0.05,-0.01
ConT:5.20,-0.00,0.00,0.023,-0.006,-0.00,-0.00,0.00,-0.01,0.03,-0.01,1.08,0.10,-0.01
ConT:5.21,-0.00,0.00,0.023,-0.006,-0.00,-0.00,0.00,-0.01,0.03,-0.01,1.08,0.10,-0.01
ConT:5.22,-0.00,0.00,0.023,-0.006,-0.00,0.00,0.00,-0.01,0.03,-0.01,1.07,0.15,-0.01
ConT:5.23,-0.00,0.00,0.023,-0.006,-0.00,0.00,0.00,-0.01,0.03,-0.01,1.07,0.19,-0.01
ConT:5.24,-0.00,0.00,0.023,-0.005,-0.00,0.00,0.00,-0.01,0.03,-0.00,1.05,0.20,-0.01
ConT:5.25,-0.00,0.00,0.023,-0.005,-0.00,0.00,0.00,-0.01,0.03,-0.00,1.05,0.21,-0.01
ConT:5.26,-0.00,0.00,0.023,-0.005,-0.00,-0.00,-0.00,-0.01,0.03,-0.00,1.04,0.27,-0.00
ConT:5.27,-0.00,0.00,0.023,-0.004,-0.00,0.00,0.00,-0.01,0.03,0.00,1.05,0.29,-0.00
ConT:5.28,-0.00,0.00,0.023,-0.004,-0.00,0.00,0.00,-0.01,0.03,0.01,1.03,0.32,-0.00
ConT:5.29,-0.00,0.00,0.023,-0.004,-0.00,0.00,0.00,-0.01,0.03,0.01,1.01,0.31,0.00
ConT:5.30,-0.00,0.00,0.023,-0.003,-0.00,-0.00,0.00,-0.01,0.03,0.01,1.02,0.31,0.00
ConT:5.31,-0.00,0.00,0.023,-0.003,-0.00,-0.00,0.00,-0.01,0.03,0.02,1.00,0.33,0.00
ConT:5.32,-0.00,0.00,0.022,-0.003,-0.00,-0.00,0.00,-0.01,0.03,0.02,0.98,0.34,0.01
ConT:5.33,-0.00,0.00,0.022,-0.002,-0.00,-0.00,0.00,-0.01,0.03,0.02,0.92,0.36,0.01
ConT:5.34,-0.00,0.00,0.022,-0.002,-0.00,-0.00,0.00,-0.01,0.03,0.02,0.93,0.32,0.01
ConT:5.35,-0.00,0.00,0.022,-0.002,-0.00,-0.00,0.00,-0.01,0.03,0.02,0.91,0.34,0.01
ConT:5.36,-0.00,0.00,0.022,-0.002,-0.00,-0.00,-0.00,-0.01,0.03,0.02,0.89,0.39,0.01
ConT:5.37,-0.00,0.00,0.022,-0.001,-0.00,-0.00,0.00,-0.01,0.03,0.02,0.91,0.38,0.01
ConT:5.38,-0.00,0.00,0.022,-0.001,0.00,-0.00,-0.00,-0.01,0.03,0.02,0.89,0.42,0.01
ConT:5.39,-0.00,0.00,0.022,-0.001,0.00,-0.00,0.00,-0.01,0.03,0.02,0.89,0.43,0.01
ConT:5.40,-0.00,0.00,0.021,-0.000,0.00,-0.00,-0.00,-0.01,0.03,0.02,0.87,0.45,0.01
ConT:5.41,-0.00,0.00,0.021,-0.000,0.00,-0.00,0.00,-0.01,0.03,0.02,0.85,0.45,0.01
ConT:5.42,-0.00,0.00,0.021,0.000,0.00,-0.00,-0.00,-0.01,0.03,0.01,0.87,0.49,0.01
ConT:5.43,-0.00,0.00,0.021,0.000,0.00,-0.00,0.00,-0.01,0.03,0.01,0.83,0.46,0.01
ConT:5.44,-0.00,0.00,0.021,0.001,0.00,-0.00,0.00,-0.01,0.03,0.01,0.82,0.48,0.01
ConT:5.45,-0.00,0.00,0.021,0.001,0.00,-0.00,0.00,-0.01,0.03,0.00,0.83,0.49,0.00
ConT:5.46,-0.00,0.00,0.021,0.001,0.00,-0.00,0.00,-0.01,0.03,0.00,0.80,0.49,0.00
ConT:5.47,-0.00,0.00,0.020,0.002,0.00,-0.00,0.00,-0.01,0.03,-0.00,0.82,0.48,0.00
ConT:5.48,-0.00,0.00,0.020,0.002,0.00,-0.00,0.00,-0.01,0.03,-0.01,0.80,0.50,-0.00
ConT:5.49,-0.00,0.00,0.020,0.002,0.00,-0.00,0.00,-0.01,0.03,-0.01,0.81,0.52,-0.00
ConT:5.50,-0.00,0.00,0.020,0.002,0.00,-0.00,0.00,-0.01,0.03,-0.01,0.80,0.50,-0.01
ConT:5.51,-0.00,0.00,0.020,0.003,0.00,-0.00,0.00,-0.01,0.03,-0.01,0.80,0.53,-0.01
ConT:5.52,-0.00,0.00,0.020,0.003,0.00,-0.00,0.00,-0.01,0.03,-0.02,0.78,0.53,-0.01
ConT:5.53,-0.00,0.00,0.020,0.003,-0.00,-0.00,0.00,-0.01,0.02,-0.02,0.80,0.51,-0.01
ConT:5.54,-0.00,0.00,0.019,0.003,-0.00,-0.00,0.00,-0.01,0.03,-0.02,0.80,0.56,-0.01
ConT:5.55,-0.00,0.00,0.019,0.004,-0.00,-0.00,0.00,-0.01,0.02,-0.02,0.77,0.55,-0.01
ConT:5.56,-0.00,0.00,0.019,0.004,-0.00,-0.00,0.00,-0.01,0.03,-0.02,0.78,0.57,-0.01
ConT:5.57,-0.00,0.00,0.019,0.004,-0.00,-0.00,0.00,-0.01,0.02,-0.02,0.78,0.56,-0.01
ConT:5.58,-0.00,0.00,0.019,0.004,-0.00,0.00,-0.00,-0.01,0.02,-0.02,0.79,0.59,-0.01
ConT:5.59,-0.00,0.00,0.019,0.004,-0.00,0.00,-0.00,-0.01,0.02,-0.02,0.77,0.58,-0.01
ConT:5.60,-0.00,0.00,0.019,0.005,-0.00,0.00,-0.00,-0.01,0.02,-0.02,0.80,0.58,-0.01
ConT:5.61,-0.00,0.00,0.019,0.005,-0.00,0.00,-0.00,-0.01,0.02,-0.01,0.78,0.55,-0.01
ConT:5.62,-0.00,0.00,0.019,0.005,-0.00,0.00,-0.00,-0.01,0.02,-0.01,0.78,0.59,-0.01
ConT:5.63,-0.00,0.00,0.018,0.005,-0.00,-0.00,0.00,-0.01,0.02,-0.01,0.81,0.58,-0.01
ConT:5.64,-0.00,0.00,0.018,0.005,-0.00,-0.00,0.00,-0.01,0.02,-0.01,0.81,0.59,-0.01
ConT:5.65,-0.00,0.00,0.018,0.006,-0.00,-0.00,0.00,-0.01,0.02,-0.00,0.79,0.56,-0.01
ConT:5.66,-0.00,0.00,0.018,0.006,-0.00,-0.00,0.00,-0.01,0.02,-0.00,0.75,0.58,-0.00
ConT:5.67,-0.00,0.00,0.018,0.006,-0.00,-0.00,0.00,-0.01,0.02,0.00,0.76,0.58,-0.00
ConT:5.68,-0.00,0.00,0.018,0.006,-0.00,-0.00,0.00,-0.01,0.02,0.01,0.76,0.56,0.00
ConT:5.69,-0.00,0.00,0.018,0.006,-0.00,-0.00,-0.00,-0.01,0.01,0.01,0.74,0.53,0.00
ConT:5.70,-0.00,0.00,0.018,0.006,-0.00,0.00,0.00,-0.01,0.02,0.01,0.73,0.55,0.01
ConT:5.71,-0.00,0.00,0.018,0.006,-0.00,0.00,0.00,-0.01,0.02,0.02,0.74,0.57,0.01
ConT:5.72,-0.00,0.00,0.018,0.007,-0.00,0.00,0.00,-0.01,0.01,0.02,0.71,0.50,0.01
ConT:5.73,-0.00,0.00,0.017,0.007,-0.00,-0.00,-0.00,-0.01,0.01,0.02,0.68,0.51,0.01
ConT:5.74,-0.00,0.00,0.017,0.007,-0.00,-0.00,-0.00,-0.01,0.01,0.02,0.70,0.53,0.01
ConT:5.75,-0.00,0.00,0.017,0.007,-0.00,-0.00,-0.00,-0.01,0.01,0.02,0.72,0.50,0.01
ConT:5.76,-0.00,0.00,0.017,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.02,0.65,0.45,0.01
ConT:5.77,-0.00,0.00,0.017,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.02,0.68,0.47,0.01
ConT:5.78,-0.00,0.00,0.017,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.02,0.65,0.45,0.01
ConT:5.79,-0.00,0.00,0.017,0.007,0.00,-0.00,-0.00,-0.01,0.00,0.02,0.63,0.42,0.01
ConT:5.80,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.02,0.64,0.43,0.01
ConT:5.81,-0.00,0.00,0.016,0.007,0.00,-0.00,0.00,-0.01,0.01,0.02,0.64,0.44,0.01
ConT:5.82,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.01,0.60,0.45,0.01
ConT:5.83,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.01,0.01,0.62,0.44,0.01
ConT:5.84,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.00,0.00,0.62,0.40,0.01
ConT:5.85,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.00,0.00,0.61,0.42,0.00
ConT:5.86,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.00,-0.01,0.60,0.40,-0.00
ConT:5.87,-0.00,0.00,0.016,0.007,0.00,-0.00,-0.00,-0.01,0.00,-0.01,0.58,0.39,-0.00
ConT:5.88,-0.00,0.00,0.015,0.007,0.00,-0.00,-0.00,-0.01,0.00,-0.02,0.58,0.40,-0.01
ConT:5.89,-0.00,0.00,0.015,0.007,0.00,-0.00,-0.00,-0.01,0.00,-0.02,0.62,0.39,-0.01
ConT:5.90,-0.00,0.00,0.015,0.007,0.00,-0.00,-0.00,-0.01,0.00,-0.03,0.61,0.40,-0.01
ConT:5.91,-0.00,0.00,0.015,0.007,-0.00,-0.00,-0.00,-0.01,0.00,-0.03,0.62,0.37,-0.02
ConT:5.92,-0.00,0.00,0.015,0.007,-0.00,0.00,0.00,-0.01,0.00,-0.03,0.62,0.40,-0.02
ConT:5.93,-0.00,0.00,0.015,0.007,-0.00,0.00,0.00,-0.01,0.00,-0.04,0.62,0.41,-0.02
ConT:5.94,-0.00,0.00,0.015,0.007,-0.00,0.00,0.00,-0.01,0.00,-0.04,0.63,0.41,-0.02
ConT:5.95,-0.00,0.00,0.015,0.007,-0.00,-0.00,0.00,-0.01,0.00,-0.04,0.64,0.44,-0.03
ConT:5.96,-0.00,0.00,0.015,0.007,-0.00,0.00,0.00,-0.00,0.00,-0.04,0.67,0.42,-0.03
ConT:5.97,-0.00,0.00,0.015,0.007,-0.00,-0.00,0.00,-0.00,0.01,-0.05,0.67,0.45,-0.03
ConT:5.98,-0.00,0.00,0.015,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.04,0.67,0.50,-0.03
ConT:5.99,-0.00,0.00,0.015,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.04,0.67,0.51,-0.03
ConT:6.00,-0.00,0.00,0.015,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.04,0.68,0.51,-0.03
ConT:6.01,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.04,0.68,0.48,-0.03
ConT:6.02,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.03,0.70,0.51,-0.03
ConT:6.03,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.03,0.70,0.54,-0.02
ConT:6.04,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,0.00,0.01,-0.02,0.73,0.51,-0.02
ConT:6.05,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.01,0.70,0.52,-0.02
